,result,place_lat,place_lng,courier_lng,courier_lat,distance_place_to_dropoff,courier_vehicle,job_status,time_local
22962,ignored,37.789913,-122.423573,-122.46903,37.763711,0.591784199,bicycle,dropoff_complete,Sunday 15:50:17
32640,rejected,37.789913,-122.423573,-122.407434,37.790813,0.34858354,bicycle,dropoff_complete,Friday 21:27:40
39175,ignored,37.789913,-122.423573,-122.409377,37.778808,0.96764302,bicycle,dropoff_complete,Thursday 18:45:05
42173,ignored,37.789913,-122.423573,-122.436659,37.800767,1.163614608,bicycle,dropoff_complete,Tuesday 19:56:37
42628,rejected,37.789913,-122.423573,-122.417573,37.788099,0.96764302,bicycle,dropoff_complete,Saturday 16:50:15
43149,rejected,37.789913,-122.423573,-122.42354,37.789897,0.751682315,bicycle,dropoff_complete,Thursday 19:47:52
63742,ignored,37.789913,-122.423573,-122.412013,37.784742,1.974801617,bicycle,dropoff_complete,Friday 16:27:18
64161,accepted,37.789913,-122.423573,-122.433602,37.778878,1.359703727,car,dropoff_complete,Monday 14:00:54
70510,ignored,37.789913,-122.423573,-122.405074,37.785978,2.59242803,bicycle,dropoff_complete,Friday 18:35:41
27239,rejected,37.78988502,-122.3945572,-122.394626,37.791993,2.448568961,car,dropoff_complete,Friday 13:53:50
44064,accepted,37.7898592,-122.404136,-122.404811,37.794516,1.092449669,motorcycle,dropoff_complete,Monday 18:47:33
12230,accepted,37.78978,-122.420707,-122.436323,37.800567,1.921436402,car,dropoff_complete,Saturday 16:46:33
16869,ignored,37.789771,-122.397478,-122.400019,37.781192,0.58684851,bicycle,dropoff_complete,Sunday 14:03:37
16874,rejected,37.789771,-122.397478,-122.393355,37.794725,0.58684851,bicycle,dropoff_complete,Sunday 14:01:40
41246,ignored,37.789771,-122.397478,-122.399914,37.784748,0.583756794,bicycle,dropoff_complete,Saturday 15:46:01
29471,ignored,37.789769,-122.420284,-122.419227,37.791495,0.452466975,car,dropoff_complete,Saturday 23:29:01
62373,rejected,37.789757,-122.420387,-122.423175,37.776787,1.897447542,bicycle,dispatch_failed,Friday 13:35:54
27140,accepted,37.78974799,-122.4043426,-122.402904,37.78821,0.448244292,bicycle,dropoff_complete,Tuesday 12:12:37
13548,ignored,37.78969663,-122.4038061,-122.396968,37.795707,0.976174909,car,dropoff_complete,Tuesday 11:18:40
13676,rejected,37.78969663,-122.4038061,-122.395181,37.784519,1.160280607,bicycle,dropoff_complete,Sunday 15:26:27
16859,ignored,37.78969663,-122.4038061,-122.404156,37.786972,0.579121798,bicycle,dropoff_complete,Tuesday 19:16:27
17409,ignored,37.78969663,-122.4038061,-122.403184,37.784499,0.788584916,bicycle,dropoff_complete,Friday 18:52:51
38672,accepted,37.78969663,-122.4038061,-122.430685,37.764211,1.09152024,bicycle,dropoff_complete,Saturday 13:35:54
56663,ignored,37.78969663,-122.4038061,-122.395286,37.774971,1.06090424,bicycle,dropoff_complete,Saturday 18:54:15
38157,accepted,37.7896904,-122.4028547,-122.399426,37.782672,2.401619106,bicycle,dropoff_complete,Monday 12:24:16
38158,ignored,37.7896904,-122.4028547,-122.402713,37.785038,2.401619106,bicycle,dropoff_complete,Monday 12:23:48
13612,rejected,37.78967298,-122.4337046,-122.401789,37.794766,0.660230736,bicycle,dropoff_complete,Friday 11:34:04
42668,accepted,37.78967296,-122.4206313,-122.415532,37.767632,1.556842845,bicycle,dropoff_complete,Monday 12:00:03
36148,ignored,37.789663,-122.401165,-122.39268,37.777108,0.821213583,bicycle,dropoff_complete,Friday 22:14:54
56055,ignored,37.78937098,-122.4028436,-122.405388,37.771877,3.559386152,car,dropoff_complete,Wednesday 10:49:36
4686,rejected,37.789348,-122.434069,-122.421203,37.792836,0.643781664,bicycle,dropoff_complete,Sunday 12:59:20
26123,rejected,37.789348,-122.434069,-122.419755,37.777557,0.654969455,bicycle,dropoff_complete,Monday 12:45:11
27174,accepted,37.789348,-122.434069,-122.435039,37.785961,1.273480024,bicycle,dropoff_complete,Sunday 11:15:13
60896,rejected,37.789348,-122.434069,-122.429108,37.775124,0.586449312,bicycle,dropoff_complete,Thursday 11:18:31
13098,accepted,37.789316,-122.43379,-122.438453,37.776822,0.462726381,van,dropoff_complete,Saturday 18:53:07
12491,ignored,37.7891805,-122.4027788,-122.403397,37.787868,2.394967317,bicycle,dropoff_complete,Monday 12:36:38
43321,ignored,37.7891805,-122.4027788,-122.39918,37.787857,3.363218202,bicycle,dispatch_failed,Friday 13:09:54
57771,ignored,37.7891805,-122.4027788,-122.399733,37.787265,3.363218202,bicycle,dispatch_failed,Friday 13:07:50
57776,ignored,37.7891805,-122.4027788,-122.407264,37.772457,3.363218202,bicycle,dispatch_failed,Friday 13:05:46
32520,accepted,37.789085,-122.408525,-122.393712,37.75343,0.31816531,truck,dropoff_complete,Saturday 19:03:54
31739,ignored,37.789082,-122.409156,,,0.61321864,bicycle,dropoff_complete,Sunday 11:46:36
31312,ignored,37.789048,-122.398556,-122.47328,37.780581,0.617913733,car,dropoff_complete,Monday 12:26:52
31315,accepted,37.789048,-122.398556,-122.402287,37.786543,0.617913733,bicycle,dropoff_complete,Monday 12:25:44
38052,accepted,37.789048,-122.398556,-122.402758,37.784975,2.695264972,bicycle,dropoff_complete,Monday 12:38:09
50250,ignored,37.789048,-122.398556,-122.397635,37.787195,0.467937639,car,dropoff_complete,Tuesday 12:16:12
58886,ignored,37.789048,-122.398556,-122.387022,37.788016,0.635857173,bicycle,dropoff_complete,Wednesday 11:23:51
63284,ignored,37.789048,-122.398556,-122.40728,37.784219,2.390173373,bicycle,dropoff_complete,Thursday 11:02:47
63289,ignored,37.789048,-122.398556,-122.396605,37.789059,2.390173373,bicycle,dropoff_complete,Thursday 11:00:49
66541,ignored,37.789048,-122.398556,-122.417959,37.790863,0.391934913,bicycle,dropoff_complete,Friday 11:51:06
3951,accepted,37.789006,-122.40146,-122.412991,37.781046,0.896366384,bicycle,dropoff_complete,Tuesday 15:08:50
1577,rejected,37.788931,-122.434228,-122.414314,37.779711,1.649574038,bicycle,dropoff_complete,Saturday 19:53:05
1578,rejected,37.788931,-122.434228,-122.439885,37.786219,1.649574038,bicycle,dropoff_complete,Saturday 19:52:41
2394,ignored,37.788931,-122.434228,-122.418411,37.788047,0.462202282,bicycle,dropoff_complete,Saturday 17:15:49
2488,rejected,37.788931,-122.434228,-122.430856,37.774004,1.814461608,bicycle,dropoff_complete,Saturday 13:14:39
6781,rejected,37.788931,-122.434228,-122.411817,37.784831,0.76911166,bicycle,dropoff_complete,Sunday 12:16:13
10300,accepted,37.788931,-122.434228,-122.440164,37.77987,0.330604253,bicycle,dropoff_complete,Friday 17:24:14
12381,ignored,37.788931,-122.434228,-122.43174,37.770959,1.419211735,bicycle,dropoff_complete,Tuesday 18:23:47
13040,ignored,37.788931,-122.434228,-122.46447,37.785154,1.977461216,car,dispatch_failed,Saturday 19:43:29
13041,ignored,37.788931,-122.434228,-122.423189,37.776845,1.977461216,car,dispatch_failed,Saturday 19:43:07
17539,rejected,37.788931,-122.434228,-122.421623,37.793099,0.564295423,bicycle,dropoff_complete,Friday 18:08:54
17977,rejected,37.788931,-122.434228,-122.434202,37.786817,0.716756692,bicycle,dispatch_failed,Friday 19:13:00
23181,ignored,37.788931,-122.434228,-122.43416,37.788929,0.716756692,bicycle,dispatch_failed,Friday 19:09:03
25073,accepted,37.788931,-122.434228,-122.434573,37.792454,1.000177956,car,dropoff_complete,Friday 17:23:35
25074,rejected,37.788931,-122.434228,-122.433717,37.788049,1.000177956,bicycle,dropoff_complete,Friday 17:23:12
25589,ignored,37.788931,-122.434228,-122.421708,37.76304,1.782059454,bicycle,dropoff_complete,Wednesday 14:39:40
25592,ignored,37.788931,-122.434228,-122.437851,37.799625,1.782059454,bicycle,dropoff_complete,Wednesday 14:38:29
36600,rejected,37.788931,-122.434228,-122.423074,37.789929,1.902437606,bicycle,dropoff_complete,Tuesday 18:32:54
40879,rejected,37.788931,-122.434228,-122.435568,37.789773,0.705957733,bicycle,dropoff_complete,Thursday 20:37:46
40991,rejected,37.788931,-122.434228,-122.430593,37.764403,1.965892189,motorcycle,dropoff_complete,Saturday 16:58:33
46775,ignored,37.788931,-122.434228,-122.426712,37.790743,0.494247688,bicycle,dropoff_complete,Sunday 20:05:11
50625,ignored,37.788931,-122.434228,-122.438169,37.793035,0.289736032,bicycle,dropoff_complete,Saturday 19:14:27
51915,ignored,37.788931,-122.434228,-122.44027,37.795653,2.19205869,car,dropoff_complete,Sunday 19:17:46
53950,rejected,37.788931,-122.434228,-122.434451,37.788947,4.43111137,bicycle,dropoff_complete,Sunday 11:33:11
57881,accepted,37.788931,-122.434228,-122.429851,37.777452,3.236533235,car,dropoff_complete,Wednesday 21:37:34
57883,rejected,37.788931,-122.434228,-122.434045,37.786872,3.236533235,bicycle,dropoff_complete,Wednesday 21:36:48
60723,rejected,37.788931,-122.434228,-122.434849,37.793947,1.966364189,bicycle,dropoff_complete,Wednesday 21:09:27
1146,ignored,37.788886,-122.400924,-122.41641,37.786431,1.494143588,car,dropoff_complete,Monday 17:51:56
18897,accepted,37.78886,-122.394634,-122.390117,37.786646,0.54146082,bicycle,dropoff_complete,Monday 11:52:45
23189,accepted,37.788852,-122.433848,-122.424208,37.792935,0.847207844,bicycle,dropoff_complete,Friday 18:53:42
54191,ignored,37.788852,-122.433848,-122.426063,37.792107,0.460824262,car,dropoff_complete,Tuesday 20:33:28
59895,ignored,37.788852,-122.433848,-122.421423,37.794265,1.55433455,bicycle,dropoff_complete,Saturday 18:14:55
24323,ignored,37.788835,-122.434003,-122.432166,37.764365,2.836457923,bicycle,dropoff_complete,Saturday 21:32:01
24324,ignored,37.788835,-122.434003,-122.432724,37.791598,2.836457923,bicycle,dropoff_complete,Saturday 21:31:38
25929,rejected,37.788835,-122.434003,-122.446448,37.770263,0.612447646,bicycle,dropoff_complete,Thursday 11:28:39
11469,ignored,37.78880013,-122.4021135,-122.412788,37.780413,1.925032347,bicycle,dropoff_complete,Tuesday 20:49:44
25345,rejected,37.78880013,-122.4021135,-122.391586,37.782249,1.221461983,car,dropoff_complete,Wednesday 21:08:21
2237,accepted,37.788771,-122.412123,-122.399893,37.78116,0.711031022,bicycle,dropoff_complete,Thursday 18:46:56
10430,accepted,37.788771,-122.412123,-122.410115,37.782315,1.1020259,bicycle,dropoff_complete,Saturday 17:39:19
19070,rejected,37.788771,-122.412123,-122.406433,37.785579,0.983963515,bicycle,dropoff_complete,Friday 18:22:53
45258,rejected,37.788771,-122.412123,-122.408904,37.786214,1.634486938,bicycle,dropoff_complete,Sunday 18:41:25
54556,accepted,37.788771,-122.412123,-122.403338,37.783503,1.459369342,bicycle,dropoff_complete,Tuesday 18:30:38
60824,ignored,37.788771,-122.412123,-122.397541,37.792112,0.88019298,bicycle,dispatch_failed,Friday 11:15:05
60825,rejected,37.788771,-122.412123,-122.393478,37.790639,0.88019298,car,dispatch_failed,Friday 11:14:43
61581,ignored,37.788771,-122.412123,-122.398371,37.790749,0.88019298,bicycle,dispatch_failed,Friday 11:11:27
61583,rejected,37.788771,-122.412123,-122.405988,37.785791,0.88019298,bicycle,dispatch_failed,Friday 11:10:29
64253,ignored,37.788771,-122.412123,-122.397052,37.793258,0.88019298,bicycle,dropoff_complete,Thursday 11:10:29
59465,rejected,37.788676,-122.410042,-122.447615,37.774708,0.396877143,car,dropoff_complete,Friday 19:25:09
59466,ignored,37.788676,-122.410042,-122.421198,37.791552,0.396877143,bicycle,dropoff_complete,Friday 19:24:46
66286,ignored,37.788676,-122.410042,-122.405177,37.804945,1.212901662,bicycle,dropoff_complete,Thursday 13:09:46
21729,rejected,37.788648,-122.434865,-122.433606,37.78708,0.354379186,bicycle,dropoff_complete,Wednesday 21:50:37
48019,accepted,37.78853924,-122.4122858,-122.414368,37.790443,1.422926922,bicycle,dropoff_complete,Monday 19:24:47
49318,ignored,37.788538,-122.400459,,,0.345406999,bicycle,dropoff_complete,Monday 11:46:43
756,rejected,37.788372,-122.400083,-122.403483,37.787946,1.528217558,bicycle,dropoff_complete,Tuesday 13:23:18
9826,ignored,37.78834783,-122.4336028,-122.415468,37.778236,1.359346751,bicycle,dropoff_complete,Monday 18:35:56
9828,ignored,37.78834783,-122.4336028,-122.424653,37.771877,1.359346751,car,dropoff_complete,Monday 18:35:08
44073,ignored,37.788347,-122.41552,-122.422158,37.790226,4.128134775,bicycle,dropoff_complete,Saturday 20:59:17
51651,rejected,37.788347,-122.41552,-122.407545,37.787837,6.339179097,bicycle,dropoff_complete,Sunday 14:50:38
46922,rejected,37.788321,-122.399414,-122.391775,37.78227,0.27865506,bicycle,dropoff_complete,Sunday 21:01:40
5692,accepted,37.788197,-122.43376,-122.417859,37.776402,0.37522035,bicycle,dropoff_complete,Sunday 11:38:03
28129,ignored,37.788197,-122.43376,-122.435032,37.785953,1.898642965,bicycle,dropoff_complete,Sunday 11:28:12
29808,rejected,37.788197,-122.43376,-122.442338,37.798875,1.28424951,bicycle,dropoff_complete,Sunday 16:35:05
40087,ignored,37.788197,-122.43376,-122.427215,37.765577,1.177686667,bicycle,dropoff_complete,Thursday 22:06:42
41159,ignored,37.788197,-122.43376,-122.446745,37.7758,1.257226406,car,dropoff_complete,Sunday 20:57:43
52549,accepted,37.788197,-122.43376,-122.462601,37.782685,4.689085294,car,dropoff_complete,Sunday 18:47:57
59932,accepted,37.788197,-122.43376,-122.432286,37.780862,1.831367721,bicycle,dropoff_complete,Saturday 16:52:43
64537,ignored,37.788197,-122.43376,-122.406351,37.797662,0.784427379,car,dropoff_complete,Saturday 11:59:18
64784,rejected,37.788197,-122.43376,-122.414832,37.789232,0.79822064,motorcycle,dropoff_complete,Sunday 12:03:31
26692,rejected,37.788196,-122.401293,-122.39899,37.788491,3.842970494,bicycle,dropoff_complete,Tuesday 11:36:30
27472,ignored,37.788196,-122.401293,-122.402052,37.78778,0.934557697,bicycle,dropoff_complete,Friday 12:39:15
39138,ignored,37.788196,-122.401293,-122.40459,37.787664,5.067908841,bicycle,dropoff_complete,Thursday 13:08:09
24222,accepted,37.78819,-122.433733,-122.446771,37.788449,3.658553138,bicycle,dropoff_complete,Friday 20:02:15
34319,ignored,37.78819,-122.433733,-122.432913,37.784481,1.848196697,car,dropoff_complete,Monday 10:35:31
62887,accepted,37.78819,-122.433733,-122.443396,37.787692,2.335058565,bicycle,dropoff_complete,Tuesday 19:31:16
62888,ignored,37.78819,-122.433733,-122.432073,37.783284,2.335058565,car,dropoff_complete,Tuesday 19:30:53
67896,ignored,37.78819,-122.433733,-122.414555,37.785843,0.622206693,bicycle,dropoff_complete,Tuesday 19:19:16
70223,accepted,37.78809784,-122.4408268,-122.434606,37.792619,2.638025641,car,dropoff_complete,Sunday 12:42:14
9080,ignored,37.788061,-122.440777,-122.434854,37.785856,0.920381565,bicycle,dropoff_complete,Sunday 18:22:15
26382,rejected,37.788061,-122.440777,-122.429464,37.77498,2.52263459,bicycle,dropoff_complete,Saturday 19:30:55
51840,accepted,37.788061,-122.440777,-122.427703,37.790574,6.827086504,car,dropoff_complete,Thursday 19:47:35
51845,rejected,37.788061,-122.440777,-122.423136,37.777983,6.827086504,bicycle,dropoff_complete,Thursday 19:45:38
55873,accepted,37.788061,-122.440777,-122.421289,37.792593,2.719976913,motorcycle,dropoff_complete,Saturday 19:41:45
52563,accepted,37.788051,-122.440829,-122.446927,37.782403,1.726082577,car,dropoff_complete,Wednesday 20:01:38
10536,ignored,37.788023,-122.441723,-122.414987,37.781951,1.891490069,bicycle,dropoff_complete,Friday 21:04:08
12777,accepted,37.788023,-122.441723,-122.482936,37.784791,5.792542151,bicycle,dropoff_complete,Wednesday 17:52:09
34990,accepted,37.788023,-122.441723,-122.417011,37.798838,1.067391106,bicycle,dropoff_complete,Sunday 18:58:33
34991,ignored,37.788023,-122.441723,-122.455652,37.801185,1.067391106,bicycle,dropoff_complete,Sunday 18:58:10
34993,ignored,37.788023,-122.441723,-122.422065,37.789429,1.067391106,car,dropoff_complete,Sunday 18:57:23
36650,accepted,37.788023,-122.441723,-122.43915,37.790155,0.320947648,bicycle,dropoff_complete,Friday 18:40:17
41050,ignored,37.788023,-122.441723,-122.441704,37.788172,1.570289126,bicycle,dropoff_complete,Friday 19:09:45
41650,rejected,37.788023,-122.441723,-122.405831,37.780767,1.185943572,bicycle,dropoff_complete,Saturday 18:28:13
41653,rejected,37.788023,-122.441723,-122.421745,37.796318,1.185943572,truck,dropoff_complete,Saturday 18:27:03
50488,rejected,37.788023,-122.441723,-122.446367,37.784863,0.216636697,car,dropoff_complete,Thursday 19:52:44
51299,accepted,37.788023,-122.441723,-122.447829,37.770397,0.737235105,bicycle,dropoff_complete,Wednesday 18:19:00
54274,rejected,37.788023,-122.441723,-122.431168,37.774248,1.347772856,bicycle,dropoff_complete,Friday 18:21:51
63970,ignored,37.788023,-122.441723,-122.43869,37.800679,2.014698674,bicycle,dispatch_failed,Saturday 19:14:27
63971,rejected,37.788023,-122.441723,-122.432607,37.764505,2.014698674,bicycle,dispatch_failed,Saturday 19:13:42
63972,rejected,37.788023,-122.441723,-122.431447,37.770176,2.014698674,bicycle,dispatch_failed,Saturday 19:13:19
544,rejected,37.787999,-122.398523,-122.401666,37.781546,4.513535421,bicycle,dropoff_complete,Thursday 21:00:05
6701,rejected,37.78797964,-122.4337006,-122.42229,37.798468,1.332057064,bicycle,dropoff_complete,Tuesday 20:12:19
55834,ignored,37.78797964,-122.4337006,-122.421518,37.761704,1.253087109,bicycle,dropoff_complete,Saturday 18:22:32
54178,rejected,37.78772,-122.413486,-122.420927,37.77546,0.780328917,bicycle,dropoff_complete,Monday 18:54:27
20613,rejected,37.787717,-122.413639,-122.423844,37.761429,0.902984776,bicycle,dropoff_complete,Saturday 17:23:44
23176,rejected,37.787717,-122.413639,-122.420751,37.793821,0.498641281,bicycle,dropoff_complete,Monday 17:28:55
23177,rejected,37.787717,-122.413639,-122.420596,37.78284,0.498641281,bicycle,dropoff_complete,Monday 17:28:32
42227,ignored,37.787717,-122.413639,-122.404085,37.784478,0.68211345,bicycle,dropoff_complete,Wednesday 20:11:44
42229,rejected,37.787717,-122.413639,-122.41869,37.784807,0.68211345,bicycle,dropoff_complete,Wednesday 20:10:55
58224,rejected,37.787717,-122.413639,-122.440726,37.788159,0.932261445,car,dropoff_complete,Tuesday 20:12:38
61517,ignored,37.787632,-122.413378,-122.429752,37.785582,1.204194154,bicycle,dropoff_complete,Friday 19:56:04
15874,rejected,37.787569,-122.399045,-122.411975,37.788715,0.697546622,bicycle,dropoff_complete,Monday 19:17:33
21149,ignored,37.787569,-122.399045,-122.40154,37.786645,0.249313082,bicycle,dropoff_complete,Friday 20:49:58
21151,ignored,37.787569,-122.399045,-122.40738,37.788248,0.249313082,bicycle,dropoff_complete,Friday 20:49:12
21153,ignored,37.787569,-122.399045,-122.402968,37.789134,0.249313082,bicycle,dropoff_complete,Friday 20:48:26
25527,accepted,37.787569,-122.399045,-122.426648,37.795342,1.229261359,car,dropoff_complete,Sunday 22:11:21
934,ignored,37.787568,-122.433555,-122.413981,37.785723,1.361723997,car,dropoff_complete,Saturday 18:25:16
936,rejected,37.787568,-122.433555,-122.40716,37.798231,1.361723997,car,dropoff_complete,Saturday 18:22:05
937,ignored,37.787568,-122.433555,-122.436733,37.800664,1.361723997,bicycle,dropoff_complete,Saturday 18:24:19
1648,rejected,37.787568,-122.433555,-122.439016,37.801552,0.336315073,car,dropoff_complete,Sunday 12:33:32
3658,rejected,37.787568,-122.433555,-122.422018,37.797238,1.853902441,bicycle,dropoff_complete,Wednesday 18:47:16
3661,rejected,37.787568,-122.433555,-122.42777,37.775478,1.853902441,bicycle,dropoff_complete,Wednesday 18:46:04
4296,rejected,37.787568,-122.433555,-122.433495,37.787473,1.830263578,bicycle,dropoff_complete,Saturday 20:45:22
11038,accepted,37.787568,-122.433555,-122.418134,37.790768,3.248641098,bicycle,dropoff_complete,Sunday 11:46:17
11042,rejected,37.787568,-122.433555,-122.409862,37.782006,3.248641098,bicycle,dropoff_complete,Sunday 11:44:46
11043,rejected,37.787568,-122.433555,-122.435057,37.785774,3.248641098,bicycle,dropoff_complete,Sunday 11:44:22
11237,accepted,37.787568,-122.433555,-122.421228,37.795037,0.890532984,bicycle,dropoff_complete,Tuesday 17:49:31
14807,ignored,37.787568,-122.433555,-122.420587,37.775391,1.166782225,bicycle,dropoff_complete,Friday 13:36:27
15420,accepted,37.787568,-122.433555,-122.429313,37.797882,0.565054828,car,dropoff_complete,Thursday 18:54:58
15422,ignored,37.787568,-122.433555,-122.421882,37.764791,0.565054828,bicycle,dropoff_complete,Thursday 18:54:11
15424,rejected,37.787568,-122.433555,-122.422516,37.798404,0.565054828,bicycle,dropoff_complete,Thursday 18:53:24
20154,rejected,37.787568,-122.433555,-122.41516,37.773102,0.756329705,bicycle,dropoff_complete,Thursday 18:26:49
31772,rejected,37.787568,-122.433555,-122.435027,37.799984,1.004822846,bicycle,dropoff_complete,Wednesday 16:41:34
35159,rejected,37.787568,-122.433555,-122.434927,37.785855,1.87508756,bicycle,dropoff_complete,Sunday 18:59:48
39467,rejected,37.787568,-122.433555,-122.432501,37.784435,0.514550303,car,dropoff_complete,Sunday 18:50:37
40073,accepted,37.787568,-122.433555,-122.417918,37.793339,3.248641098,bicycle,dropoff_complete,Thursday 20:12:39
40075,rejected,37.787568,-122.433555,-122.442079,37.798963,3.248641098,bicycle,dropoff_complete,Thursday 20:11:48
40078,ignored,37.787568,-122.433555,-122.434506,37.788813,3.248641098,bicycle,dropoff_complete,Thursday 20:10:06
45024,rejected,37.787568,-122.433555,-122.433546,37.792628,3.91149509,bicycle,dropoff_complete,Friday 18:33:03
50577,accepted,37.787568,-122.433555,-122.424569,37.800586,2.160853082,car,dropoff_complete,Thursday 20:27:51
51552,ignored,37.787568,-122.433555,-122.429216,37.774851,0.4252543,bicycle,dropoff_complete,Saturday 11:50:25
51635,ignored,37.787568,-122.433555,-122.415588,37.791228,0.890532984,bicycle,dropoff_complete,Friday 14:58:25
51830,rejected,37.787568,-122.433555,-122.438422,37.800581,1.370102256,bicycle,dropoff_complete,Saturday 16:41:10
58601,rejected,37.787568,-122.433555,-122.41806,37.78728,2.211763398,bicycle,dropoff_complete,Saturday 17:32:46
59170,ignored,37.787568,-122.433555,-122.430826,37.79888,2.02057337,bicycle,dropoff_complete,Thursday 19:23:26
59175,ignored,37.787568,-122.433555,-122.421935,37.797604,2.02057337,bicycle,dropoff_complete,Thursday 19:21:33
62717,ignored,37.787568,-122.433555,-122.428481,37.774095,1.853902441,bicycle,dropoff_complete,Thursday 17:25:46
62718,ignored,37.787568,-122.433555,-122.431066,37.774217,1.853902441,bicycle,dropoff_complete,Thursday 17:25:23
65365,ignored,37.787568,-122.433555,-122.479853,37.780217,0.731916518,car,dropoff_complete,Friday 18:35:42
65368,ignored,37.787568,-122.433555,-122.414067,37.787259,0.731916518,bicycle,dropoff_complete,Friday 18:34:31
65805,rejected,37.787568,-122.433555,-122.429108,37.775121,0.890532984,bicycle,dropoff_complete,Wednesday 15:42:26
67082,rejected,37.787568,-122.433555,-122.43428,37.788963,4.080165947,bicycle,dropoff_complete,Saturday 20:03:45
30495,accepted,37.787553,-122.399084,-122.412232,37.776848,2.075727097,bicycle,dropoff_complete,Friday 12:46:50
9953,rejected,37.787529,-122.433522,-122.42047,37.785099,0.983366113,bicycle,dropoff_complete,Thursday 13:39:17
9956,rejected,37.787529,-122.433522,-122.431377,37.77971,0.983366113,bicycle,dropoff_complete,Thursday 13:38:07
20602,rejected,37.787529,-122.433522,-122.436376,37.779,1.083747769,bicycle,dropoff_complete,Monday 18:42:31
25361,rejected,37.787529,-122.433522,-122.431163,37.77207,2.751383766,bicycle,dropoff_complete,Tuesday 19:10:35
25362,ignored,37.787529,-122.433522,-122.450561,37.782141,2.751383766,car,dropoff_complete,Tuesday 19:10:11
48044,ignored,37.787529,-122.433522,-122.424604,37.782479,1.428034911,bicycle,dropoff_complete,Saturday 20:12:58
68684,accepted,37.787529,-122.433522,-122.426005,37.79156,0.922849813,car,dropoff_complete,Tuesday 19:03:18
5626,ignored,37.787528,-122.4527,-122.442925,37.79797,2.294579103,car,dropoff_complete,Friday 20:37:32
23717,rejected,37.787528,-122.4527,-122.442396,37.773122,0.347399748,car,dropoff_complete,Friday 20:44:20
16797,accepted,37.787521,-122.421945,-122.428629,37.797936,2.346947196,bicycle,dropoff_complete,Friday 15:20:14
33840,ignored,37.787521,-122.421945,-122.420756,37.775716,1.145640166,bicycle,dropoff_complete,Friday 10:16:43
41566,rejected,37.787521,-122.421945,-122.40426,37.78843,1.540459429,car,dropoff_complete,Thursday 11:34:55
54222,accepted,37.787434,-122.400276,-122.422437,37.798421,0.892184626,bicycle,dropoff_complete,Thursday 16:34:03
64041,ignored,37.78743,-122.399384,-122.405044,37.786087,0.912937043,bicycle,dropoff_complete,Tuesday 12:36:39
3393,accepted,37.787422,-122.433527,-122.435526,37.788934,0.699819361,car,dropoff_complete,Saturday 20:44:29
7777,accepted,37.787422,-122.433527,-122.406956,37.78746,2.496465091,bicycle,dropoff_complete,Saturday 17:56:21
14992,accepted,37.787422,-122.433527,-122.46077,37.780894,1.461743997,car,dropoff_complete,Friday 18:20:01
28197,ignored,37.787422,-122.433527,-122.428677,37.771955,2.347341097,car,dispatch_failed,Wednesday 21:41:16
31012,accepted,37.787422,-122.433527,-122.418747,37.780849,2.053230929,bicycle,dropoff_complete,Thursday 20:24:51
31014,rejected,37.787422,-122.433527,-122.432908,37.800733,2.053230929,bicycle,dropoff_complete,Thursday 20:24:05
36865,ignored,37.787422,-122.433527,-122.419604,37.788413,1.389729497,bicycle,dropoff_complete,Sunday 18:51:12
36870,rejected,37.787422,-122.433527,-122.417705,37.787201,1.389729497,bicycle,dropoff_complete,Sunday 18:49:20
47553,accepted,37.787422,-122.433527,-122.436964,37.796095,0.430651885,bicycle,dropoff_complete,Thursday 19:36:15
49267,ignored,37.787422,-122.433527,-122.438058,37.77681,1.461743997,bicycle,dropoff_complete,Friday 19:39:43
49268,rejected,37.787422,-122.433527,-122.439118,37.800313,1.461743997,car,dropoff_complete,Friday 19:39:20
50170,accepted,37.787422,-122.433527,-122.448693,37.777474,2.498698051,car,dropoff_complete,Tuesday 19:54:14
55738,ignored,37.787422,-122.433527,-122.420804,37.773507,1.003467387,bicycle,dropoff_complete,Tuesday 11:39:31
57154,ignored,37.787422,-122.433527,-122.45191,37.769458,3.398139075,bicycle,dropoff_complete,Saturday 20:15:06
57834,accepted,37.787422,-122.433527,-122.469525,37.779465,1.003467387,car,dropoff_complete,Saturday 21:26:29
57836,ignored,37.787422,-122.433527,-122.424802,37.776649,1.003467387,car,dropoff_complete,Saturday 21:25:44
58924,ignored,37.787422,-122.433527,-122.421171,37.775801,1.865747781,bicycle,dropoff_complete,Tuesday 21:44:42
60717,rejected,37.787422,-122.433527,-122.439885,37.786219,1.0499772,bicycle,dropoff_complete,Saturday 19:47:56
60719,ignored,37.787422,-122.433527,-122.424611,37.774347,1.0499772,bicycle,dropoff_complete,Saturday 19:47:09
60720,rejected,37.787422,-122.433527,-122.432822,37.784574,1.0499772,bicycle,dropoff_complete,Saturday 19:46:46
62294,ignored,37.787422,-122.433527,-122.420966,37.764878,1.805048704,car,dropoff_complete,Sunday 15:18:06
62295,rejected,37.787422,-122.433527,-122.450115,37.775347,1.805048704,car,dropoff_complete,Sunday 15:17:44
65246,ignored,37.787422,-122.433527,-122.422677,37.801895,3.643447114,bicycle,dropoff_complete,Friday 18:14:32
69329,rejected,37.787422,-122.433527,-122.449426,37.771393,2.347341097,bicycle,dropoff_complete,Saturday 20:17:57
69333,ignored,37.787422,-122.433527,-122.42802,37.770714,2.347341097,bicycle,dropoff_complete,Saturday 20:16:23
